id,ticker,target,lower_length,upper_length
765297,ALLIGO-B.ST,1138.28,5.469468871754547,14.288636875949564
643541,ALIF-B.ST,2050.97,9.932116178345929,14.573967359638797
572678,ALIG.ST,1095.85,7.421471871489717,15.252454627992114
1455120,ALLEI.ST,1736.46,9.983126678733479,16.091678675124857
5537,ADDT-B.ST,1855.31,5.072011475523451,11.004899630812954
388806,ARP.ST,1670.19,9.173092472948866,14.531867448841034
741458,AMBEA.ST,762.08,10.0,30.0
5447,ABB.ST,739.85,8.054687175355673,11.031561171621142
5534,AQ.ST,813.55,10.0,30.0
5301,AFRY.ST,1037.27,10.0,27.81178670268779
861076,ARION-SDB.ST,1295.23,10.0,29.496609133978563
220127,ARISE.ST,453.74,6.16698319057274,11.0
3442,AZN.ST,-26.67,9.323967770290553,19.68218726286178
612517,ATT.ST,1107.8,10.0,14.349113670902454
1232120,ARPL.ST,1114.83,10.0,14.63410507401912
5236,ALIV-SDB.ST,152.22,10.0,11.0
5361,AZA.ST,182.47,6.384773044886291,15.459101619607537
5235,ATCO-B.ST,652.1,10.0,11.0
5271,ASSA-B.ST,422.44,6.068930950425705,27.145903654190004
810953,ARJO-B.ST,239.98,9.87745100547603,29.38363747383785
5465,AXFO.ST,590.56,4.383584762033982,12.112437744237276
5374,ATRLJ-B.ST,633.75,9.157044349546643,30.0
856638,BETCO.ST,1005.81,6.389016515609794,12.06585821276158
5482,BETS-B.ST,109.43,10.0,11.0
488231,BACTI-B.ST,-157.28,1.0,12.828493054123648
838544,BHG.ST,294.15,1.0,11.0
5556,BILL.ST,-169.66,1.2464883387813355,23.73888269338964
791946,BIOA-B.ST,211.86,3.1250257428869817,11.02877437043181
790858,BALCO.ST,560.99,8.621855933826076,22.145551503505818
5274,BEIJ-B.ST,1093.01,8.46512855166293,11.650410272085423
765299,BONEX.ST,3189.21,10.0,11.0
5484,BIOT.ST,751.26,10.0,12.934847839412773
5349,BIOG-B.ST,518.8,6.239110932860677,11.0
78529,BORG.ST,392.85,10.0,30.0
5564,BOL.ST,240.53,7.888528679092343,23.927297871583736
863757,CALTX.ST,928.68,5.44935347966145,11.835744779729383
5503,BTS-B.ST,547.9,2.65588601890126,21.509407666357525
757760,BOOZT.ST,1439.31,7.290283674477779,22.016983111461872
290011,BULTEN.ST,709.69,4.98650964437386,17.607314947080408
233288,BMAX.ST,1356.58,7.190281836236464,13.326495323706471
41007,CATE.ST,458.75,8.742767120842446,26.322187903333447
613452,CAMX.ST,2974.25,9.995765996254399,18.985221061625786
5277,BURE.ST,452.5,10.0,30.0
5353,CAST.ST,653.37,8.216037875080517,30.0
1192970,CINT.ST,909.37,10.0,17.628451466749574
298354,COIC.ST,588.9,2.263482447357104,14.763928292612697
572375,COOR.ST,430.77,4.419001834981129,29.963192663001035
5457,CLAS-B.ST,3202.71,8.955008992446537,14.35843117583163
216649,CORE-PREF.ST,945.59,3.9113686520256232,12.30815211525172
1279465,CTEK.ST,496.36,4.753198042323167,24.686165375401004
163148,CLA-B.ST,-342.32,1.0,30.0
5425,CTT.ST,1350.81,10.0,11.0
88447,CRAD-B.ST,1446.51,9.980181051559706,24.508122211557275
611718,DOM.ST,1294.77,4.439013387679072,13.711493267031225
283294,EGTX.ST,-85.29,2.840070247583657,27.684231291427963
43267,DIOS.ST,895.67,8.980096697366443,27.285466901462442
102327,DUNI.ST,692.96,9.266669846951341,14.735244303253213
286778,DEDI.ST,211.19,7.460584272278562,17.30259683729232
178908,ELON.ST,721.17,2.840070247583657,27.684231291427963
5311,ELAN-B.ST,-323.54,7.238976011832728,30.0
5280,EKTA-B.ST,500.89,4.800135720388569,20.33170528442993
537416,ELTEL.ST,-111.59,9.109354299547325,18.433384163091773
1072320,EPRO-B.ST,916.44,6.218675622678359,11.0
1418985,ENGCON-B.ST,-19.0,4.005876035512193,29.96230857188681
5478,EPEN.ST,91.09,5.6588131246398845,23.503255358843006
178628,EOLU-B.ST,-41.29,3.577422006862346,16.249885075391163
861431,EPI-B.ST,136.51,10.0,20.238020293258522
1001617,EQT.ST,1311.41,6.579209162007671,12.063638917275464
5240,ERIC-B.ST,490.92,3.820593394709103,26.642535318536417
255388,EPIS-B.ST,3.28,6.901236698362767,29.8801421146214
5314,FAG.ST,767.36,8.709006406032797,30.0
5300,FABG.ST,461.59,6.62253800954782,11.068673126108381
549768,EVO.ST,179.74,7.906732268966307,25.640876448530953
127201,EWRK.ST,588.71,10.0,30.0
5459,BALD-B.ST,1496.61,5.59428548708678,11.0
1411569,EMIL-B.ST,-413.92,8.438535689214142,12.07861301166555
1025156,FPAR-D.ST,895.44,8.615220644846318,16.37740119831062
764241,ESSITY-B.ST,84.65,3.5253724656277887,30.0
152492,G5EN.ST,25.1,1.001029373356104,16.744318880004954
795795,FNM.ST,-228.95,1.0,30.0
510194,GRNG.ST,622.62,8.077743461589677,19.49036656032998
743016,FMM-B.ST,245.51,6.340825742829106,11.544743544228579
79687,FNOX.ST,2439.09,7.28136465731203,11.043762401101803
837354,GREEN.ST,299.83,10.0,17.07398432227274
5282,GETI-B.ST,-269.22,7.593652889557765,30.0
488235,HANZA.ST,671.49,7.601773941762485,27.849863825719783
5362,HAV-B.ST,656.14,1.094418746380279,24.829703275926647
5363,HEBA-B.ST,1150.26,7.250601681535421,20.923681249983357
130828,HPOL-B.ST,440.98,6.410858757899833,11.025448593023965
1220100,HEM.ST,1180.09,4.118554934841657,12.419815423681474
5364,HM-B.ST,1217.14,10.0,30.0
550518,HOFI.ST,2019.21,7.057569618470257,19.64824144255254
299737,HTRO.ST,2326.99,3.336033949977569,16.230186833133317
5251,HOLM-B.ST,-152.17,6.6038547509257075,28.90975535886879
45189,HUSQ-B.ST,782.5,10.0,17.337534621539906
5424,IAR-B.ST,1562.25,8.357989278398222,11.071731278674589
98412,HMS.ST,546.51,6.804268927021084,27.75457877964706
746877,IPCO.ST,-41.63,2.676341902399038,17.565653813817907
645576,IBT-B.ST,3454.35,6.1054543522936155,11.0
5583,INTRUM.ST,120.59,5.759067897884162,26.96297206119999
134988,ITAB.ST,4637.69,9.012228979423567,14.576394829250955
43788,IVSO.ST,223.19,5.807343437849486,12.660397016879688
5245,INDU-C.ST,296.45,6.805657261606368,12.869332146960069
752039,INSTAL.ST,669.76,9.229379886379178,16.697241043187987
26607,INDT.ST,1331.39,9.119305043776718,11.0
5319,KABE-B.ST,815.1,10.0,14.173679376897994
507540,INWI.ST,1391.42,8.121280047445373,17.2129349029238
5247,INVE-B.ST,423.95,8.25744555510545,13.745815179301657
949326,KAR.ST,-138.66,10.0,22.53126777300557
5501,JM.ST,1431.62,8.559252867491256,29.047933208044675
5369,KINV-B.ST,-61.0,1.0,30.0
1022591,KFAST-B.ST,1262.83,9.992738928937772,19.99088480815074
56267,KIND-SDB.ST,844.95,1.0,29.29374919190676
1306448,LOGI-B.ST,2147.78,7.947243764594602,30.0
5428,KNOW.ST,565.89,10.0,19.906885302994905
154930,LOOMIS.ST,218.31,5.738281408001515,29.989616915841896
520898,LIFCO-B.ST,1079.2,10.0,27.60014609747294
910303,LIME.ST,194.07,10.0,17.646071623812258
756355,MCOV-B.ST,201.91,8.158507191319767,24.892884379719057
5375,LUND-B.ST,747.31,6.820610474056659,13.91746411106816
330177,MSAB-B.ST,414.75,10.0,18.488334840816307
59810,LIAB.ST,1127.62,9.17347070508594,11.135354872937782
740416,MIPS.ST,-181.6,3.2071557021107777,29.76186022262662
6048,TIGO-SDB.ST,1019.34,5.826968628061278,22.66026352620007
5474,MEKO.ST,-55.76,5.70643682546371,24.219193886928974
1235164,MILDEF.ST,112.2,9.99946827255004,28.5035691006054
5321,LATO-B.ST,992.7,7.917954412613517,27.714720470188002
5466,MYCR.ST,1074.18,4.80583216454486,13.33558844227295
1374804,MMGR-B.ST,662.54,4.733456741022051,14.310690184071422
755803,MTRS.ST,730.49,1.0,11.0
79667,NAXS.ST,-113.71,9.988680970183928,27.644339143800046
80187,NMAN.ST,-194.3,5.281621426106374,11.0
856458,NCAB.ST,-47.65,7.555512272833262,28.168479022975724
5440,NETI-B.ST,578.8,10.0,13.082389300589087
5294,NCC-B.ST,1119.27,6.316794057169662,16.400783913306242
5324,NEWA-B.ST,1976.53,9.978219798014283,15.192467632017946
5325,NIBE-B.ST,-260.09,1.0,29.72268831345195
569438,NIL-B.ST,171.43,2.840070247583657,27.684231291427963
1290780,NETEL.ST,2803.12,8.141757054209075,12.82858968362999
5327,NOLA-B.ST,1326.5,8.248644054576271,24.813289060166674
301286,SAVE.ST,392.46,8.269031470324597,11.0
1151108,NPAPER.ST,1572.48,6.397491325185275,15.967269188212542
1163873,NWG.ST,126.22,7.503070533574308,19.35222280853046
1314433,NORVA.ST,859.54,10.0,13.180298085375666
907825,NYF.ST,2128.91,9.17369119431248,19.38337768481209
6331,NOTE.ST,-4.79,1.2464883387813355,23.73888269338964
5329,OEM-B.ST,1577.33,5.235524798236611,18.5768937101343
5698,ORRON.ST,-26.01,3.605066679130132,27.592333018368898
5302,ORES.ST,-15.66,1.0,30.0
5536,LAGR-B.ST,738.78,7.411282027261371,29.091651807854227
5390,ORTI-B.ST,966.2,9.347047560484617,26.331349990202728
852674,OVZON.ST,6364.21,5.803508506691555,13.54353859966932
5330,PEAB-B.ST,1566.31,7.87334941823559,15.202266466491873
1243431,OX2.ST,-564.08,1.001029373356104,16.744318880004954
572898,PNDX-B.ST,1827.94,9.707661649988022,17.857408140683532
5450,PION-B.ST,-5.46,4.419001834981129,29.963192663001035
5394,PREV-B.ST,1107.85,8.33920619624033,15.400218433646268
5331,PROF-B.ST,746.45,2.8738071148415654,28.456799365771566
1142999,QLIRO.ST,2733.41,6.224368868546375,14.03441548233069
5453,PACT.ST,1219.34,7.590088468544761,14.082605647037363
1245765,PRFO.ST,-68.97,4.541042833863736,14.088003525042057
839314,RAIL.ST,892.54,10.0,16.760298761956484
5410,RAY-B.ST,2064.32,8.987917779432465,17.414845358174635
861575,PENG-B.ST,15.95,1.4648763803120826,28.17742835876059
1139016,READ.ST,290.22,9.27099639395046,12.54301368710851
1241651,RVRC.ST,1294.29,4.313069050247757,14.303654444699237
405815,SAGA-B.ST,981.41,5.506524561075975,28.826909934697348
62367,REJL-B.ST,485.42,8.397468046592962,11.009431789295995
5395,PRIC-B.ST,127.1,10.0,30.0
5332,RROS.ST,-263.15,1.0297840552957416,13.310745488306186
5401,SAAB-B.ST,2195.28,3.806607178625847,28.839194629675394
1501882,SAMPO-SDB.ST,-380.13,10.0,20.710710141168942
5471,SAND.ST,605.95,4.642458720687447,11.018715445776916
703653,SAGA-D.ST,97.58,10.0,26.874712981545397
5263,SCA-B.ST,24.65,4.289341551431736,12.250950953317682
752256,SDIP-B.ST,832.95,4.381976804897712,12.31466865849171
544199,SDIP-PREF.ST,-559.44,10.0,27.087418663264522
613140,SHOT.ST,2587.11,6.712881217720987,11.026842066688129
488892,SCST.ST,722.41,10.0,30.0
5256,SEB-C.ST,270.73,9.452954352964277,29.263086591454226
599956,SINCH.ST,1467.56,4.382208544045307,23.764552036944774
5426,SECT-B.ST,984.91,6.489227581642527,14.49299804792583
132471,SEZI.ST,665.32,2.676341902399038,17.565653813817907
5270,SECU-B.ST,292.23,9.947621352194817,13.571829301554805
5257,SKA-B.ST,553.46,7.7600673573385945,21.22988341686125
1236426,SLEEP.ST,803.72,4.753198042323167,24.686165375401004
5259,SKF-B.ST,637.05,7.361439731510239,14.406002648798896
5339,SKIS-B.ST,780.28,10.0,18.730914122538504
5497,SGG.ST,2618.01,5.678221792091904,12.341614983908983
5406,SINT.ST,295.94,9.118623900598923,24.595071026582946
5261,SSAB-B.ST,999.09,5.781208315520359,28.471968402045185
1310582,SFAB.ST,65.6,7.655177290433056,15.249864433614135
5500,SVIK.ST,976.82,1.0285057709100147,14.47978790355594
1284767,STOR-B.ST,1176.54,4.354879337527142,18.519689600061806
5418,SOF-B.ST,1665.97,8.215193240298214,30.0
5409,SWEC-B.ST,979.54,7.185396143649816,22.87683632445929
5335,SVED-B.ST,752.07,10.0,14.562620256086104
1296601,SYNSAM.ST,1566.22,9.95619868523876,22.032236397194303
5265,SHB-B.ST,544.5,9.428734565328504,17.483173246955637
51308,SOBI.ST,800.88,9.381545049168473,11.049290144192339
5479,TELIA.ST,137.14,8.054687175355673,11.031561171621142
5386,TEL2-B.ST,314.2,9.300052515042825,21.454064823222936
97407,SYSR.ST,112.03,10.0,11.0
666685,TFBANK.ST,633.63,9.178847306552687,14.26127078274259
521491,THULE.ST,391.42,10.0,18.88724491838422
5455,TIETOS.ST,-143.03,2.840070247583657,27.684231291427963
972553,8TRA.ST,1585.26,8.872288399168703,30.0
551073,TROAX.ST,2147.96,10.0,21.454085870622492
5267,TREL-B.ST,1501.63,5.524312026133661,11.367092467992169
87027,VNV.ST,747.26,9.943775373437806,21.280599699927087
5342,VBG-B.ST,68.36,7.952296291046678,23.198068262357364
5508,VITR.ST,-74.77,2.7793352307781194,19.848784273985295
126555,VESTUM.ST,802.61,7.199028824669449,11.0
5526,VIT-B.ST,-36.25,7.013551761866113,16.998889946348413
1296604,VOLCAR-B.ST,874.81,5.954082737826138,13.721228838231449
28527,TRAD.ST,294.44,1.0009714270322738,14.454565114142742
5344,WALL-B.ST,826.02,6.660838349541449,27.39233709456294
5269,VOLV-B.ST,972.75,6.09498643556097,15.909869599277759
709195,VOLO.ST,1087.49,8.560141055755665,11.0
376275,XVIVO.ST,294.19,8.399556035823165,14.391219442087204
74787,WISE.ST,278.06,6.894759546589599,23.244963045509074
18813,WIHL.ST,545.92,4.753198042323167,24.686165375401004
